Line Name,Protein Name,Total Area
C1-S19-B1.2-R2,UcFatB1,73549.0
C1-S19-B1.2-R3,UcFatB1,72968.0
C1-S25-B1.2-R1,UcFatB1,81224.0
C1-S25-B1.2-R2,UcFatB1,90435.0
C1-S25-B1.2-R3,UcFatB1,90090.0
C1-S26-B1.2-R1,UcFatB1,97422.0
C1-S26-B1.2-R2,UcFatB1,93899.0
C1-S26-B1.2-R3,UcFatB1,92513.0
C1-S27-B1.2-R1,UcFatB1,118379.0
C1-S27-B1.2-R2,UcFatB1,116824.0
C1-S27-B1.2-R3,UcFatB1,125219.0
C1-S28-B1.2-R1,UcFatB1,86256.0
C1-S28-B1.2-R2,UcFatB1,81770.0
C1-S28-B1.2-R3,UcFatB1,86045.0
C1-S29-B1.2-R1,UcFatB1,97741.0
C1-S29-B1.2-R2,UcFatB1,98703.0
C1-S29-B1.2-R3,UcFatB1,100982.0
C1-S30-B1.2-R1,UcFatB1,129051.0
C1-S30-B1.2-R2,UcFatB1,127434.0
C1-S30-B1.2-R3,UcFatB1,128552.0
C1-S31-B1.2-R1,UcFatB1,188519.0
C1-S31-B1.2-R2,UcFatB1,180955.0
C1-S31-B1.2-R3,UcFatB1,184261.0
C1-S32-B1.2-R1,UcFatB1,163592.0
C1-S32-B1.2-R2,UcFatB1,163693.0
C1-S32-B1.2-R3,UcFatB1,157030.0
C1-S33-B1.2-R1,UcFatB1,156275.0
C1-S33-B1.2-R2,UcFatB1,148812.0
C1-S33-B1.2-R3,UcFatB1,158485.0
C1-S34-B1.2-R1,UcFatB1,168689.0
C1-S34-B1.2-R2,UcFatB1,162770.0
C1-S34-B1.2-R3,UcFatB1,167169.0
C1-S35-B1.2-R1,UcFatB1,358515.0
C1-S35-B1.2-R2,UcFatB1,353444.0
C1-S35-B1.2-R3,UcFatB1,355554.0
C1-S36-B1.2-R1,UcFatB1,232136.0
C1-S36-B1.2-R2,UcFatB1,232557.0
C1-S36-B1.2-R3,UcFatB1,227259.0
C0-S9017-B1.2-R1,UcFatB1,0.0
C0-S9017-B1.2-R2,UcFatB1,0.0
C0-S9017-B1.2-R3,UcFatB1,0.0
C1-S1-B1.3-R1,UcFatB1,142442.0
C1-S1-B1.3-R2,UcFatB1,137559.0
C1-S1-B1.3-R3,UcFatB1,140317.0
C1-S2-B1.3-R1,UcFatB1,139410.0
C1-S2-B1.3-R2,UcFatB1,147915.0
C1-S2-B1.3-R3,UcFatB1,153000.0
C1-S3-B1.3-R1,UcFatB1,125322.0
C1-S3-B1.3-R2,UcFatB1,131057.0
C1-S3-B1.3-R3,UcFatB1,125472.0
C1-S5-B1.3-R1,UcFatB1,107258.0
C1-S5-B1.3-R2,UcFatB1,109847.0
C1-S5-B1.3-R3,UcFatB1,107696.0
C1-S6-B1.3-R1,UcFatB1,50149.0
C1-S6-B1.3-R2,UcFatB1,53004.0
C1-S6-B1.3-R3,UcFatB1,53533.0
C1-S7-B1.3-R1,UcFatB1,103613.0
C1-S7-B1.3-R2,UcFatB1,101283.0
C1-S7-B1.3-R3,UcFatB1,103892.0
C1-S8-B1.3-R1,UcFatB1,105707.0
C1-S8-B1.3-R2,UcFatB1,107000.0
C1-S8-B1.3-R3,UcFatB1,104239.0
C1-S10-B1.3-R1,UcFatB1,77657.0
C1-S10-B1.3-R2,UcFatB1,74213.0
C1-S10-B1.3-R3,UcFatB1,74197.0
C1-S13-B1.3-R1,UcFatB1,210505.0
C1-S13-B1.3-R2,UcFatB1,218624.0
C1-S13-B1.3-R3,UcFatB1,216250.0
C1-S16-B1.3-R1,UcFatB1,98067.0
C1-S16-B1.3-R2,UcFatB1,98633.0
C1-S16-B1.3-R3,UcFatB1,105837.0
C1-S18-B1.3-R1,UcFatB1,91015.0
C1-S18-B1.3-R2,UcFatB1,87990.0
C1-S18-B1.3-R3,UcFatB1,88388.0
C1-S21-B1.3-R1,UcFatB1,236836.0
C1-S21-B1.3-R2,UcFatB1,262033.0
C1-S21-B1.3-R3,UcFatB1,255132.0
C1-S23-B1.3-R1,UcFatB1,230019.0
C1-S23-B1.3-R2,UcFatB1,230643.0
C1-S23-B1.3-R3,UcFatB1,229566.0
C1-S24-B1.3-R1,UcFatB1,264403.0
C1-S24-B1.3-R2,UcFatB1,267447.0
C1-S24-B1.3-R3,UcFatB1,280447.0
C0-S9017-B1.3-R1,UcFatB1,0.0
C0-S9017-B1.3-R2,UcFatB1,0.0
C0-S9017-B1.3-R3,UcFatB1,0.0
C1-S11-B2.3-R1,UcFatB1,81518.0
C1-S11-B2.3-R2,UcFatB1,80815.0
C1-S11-B2.3-R3,UcFatB1,83388.0
C1-S32-B2.3-R1,UcFatB1,226535.0
C1-S32-B2.3-R2,UcFatB1,234689.0
C1-S32-B2.3-R3,UcFatB1,236430.0
C0-S9017-B2.3-R1,UcFatB1,547.0
C0-S9017-B2.3-R2,UcFatB1,14880.0
C0-S9017-B2.3-R3,UcFatB1,0.0
C2-S10-B2.3-R1,UcFatB1,83055.0
C2-S10-B2.3-R2,UcFatB1,81822.0
C2-S10-B2.3-R3,UcFatB1,88422.0
C2-S11-B2.3-R1,UcFatB1,162636.0
C2-S11-B2.3-R2,UcFatB1,183474.0
C2-S11-B2.3-R3,UcFatB1,178113.0
C2-S15-B2.3-R1,UcFatB1,137849.0
C2-S15-B2.3-R2,UcFatB1,141282.0
C2-S15-B2.3-R3,UcFatB1,145986.0
C2-S16-B2.3-R1,UcFatB1,128698.0
C2-S16-B2.3-R2,UcFatB1,117775.0
C2-S16-B2.3-R3,UcFatB1,124320.0
C2-S17-B2.3-R1,UcFatB1,129741.0
C2-S17-B2.3-R2,UcFatB1,145453.0
C2-S17-B2.3-R3,UcFatB1,148249.0
C2-S19-B2.3-R1,UcFatB1,114318.0
C2-S19-B2.3-R2,UcFatB1,112921.0
C2-S19-B2.3-R3,UcFatB1,112486.0
C2-S20-B2.3-R1,UcFatB1,261506.0
C2-S20-B2.3-R2,UcFatB1,262631.0
C2-S20-B2.3-R3,UcFatB1,269566.0
C2-S21-B2.3-R1,UcFatB1,59855.0
C2-S21-B2.3-R2,UcFatB1,49064.0
C2-S21-B2.3-R3,UcFatB1,64696.0
C2-S22-B2.3-R1,UcFatB1,45913.0
C2-S22-B2.3-R2,UcFatB1,45441.0
C2-S22-B2.3-R3,UcFatB1,43247.0
C2-S23-B2.3-R1,UcFatB1,50771.0
C2-S23-B2.3-R2,UcFatB1,48390.0
C2-S23-B2.3-R3,UcFatB1,53796.0
C2-S5-B2.3-R1,UcFatB1,157963.0
C2-S5-B2.3-R2,UcFatB1,169402.0
C2-S5-B2.3-R3,UcFatB1,174537.0
C2-S7-B2.3-R1,UcFatB1,126561.0
C2-S7-B2.3-R2,UcFatB1,134496.0
C2-S7-B2.3-R3,UcFatB1,129435.0
C2-S8-B2.3-R1,UcFatB1,159594.0
C2-S8-B2.3-R2,UcFatB1,158787.0
C2-S8-B2.3-R3,UcFatB1,149067.0
C2-S1-B2.4-R1,UcFatB1,175485.0
C2-S1-B2.4-R2,UcFatB1,194337.0
C2-S1-B2.4-R3,UcFatB1,189740.0
C2-S2-B2.4-R1,UcFatB1,22397.0
C2-S2-B2.4-R2,UcFatB1,25199.0
C2-S2-B2.4-R3,UcFatB1,17736.0
C2-S4-B2.4-R1,UcFatB1,280000.0
C2-S4-B2.4-R2,UcFatB1,272740.0
C2-S4-B2.4-R3,UcFatB1,303288.0
C1-S11-B2.4-R1,UcFatB1,105854.0
C1-S11-B2.4-R2,UcFatB1,116151.0
C1-S11-B2.4-R3,UcFatB1,117200.0
C2-S11-B2.4-R1,UcFatB1,250711.0
C2-S11-B2.4-R2,UcFatB1,228708.0
C2-S11-B2.4-R3,UcFatB1,213330.0
C2-S14-B2.4-R1,UcFatB1,159139.0
C2-S14-B2.4-R2,UcFatB1,156355.0
C2-S14-B2.4-R3,UcFatB1,159985.0
C2-S24-B2.4-R1,UcFatB1,43929.0
C2-S24-B2.4-R2,UcFatB1,47381.0
C2-S24-B2.4-R3,UcFatB1,42775.0
C1-S32-B2.4-R1-delPoxB,UcFatB1,259008.0
C1-S32-B2.4-R2-delPoxB,UcFatB1,267757.0
C1-S32-B2.4-R3-delPoxB,UcFatB1,240460.0
C1-S32-B2.4-R1-delPta,UcFatB1,213722.0
C1-S32-B2.4-R2-delPta,UcFatB1,231933.0
C1-S32-B2.4-R3-delPta,UcFatB1,231705.0
C1-S32-B2.4-R1-delPtaelPoxB,UcFatB1,71956.0
C1-S32-B2.4-R2-delPtaelPoxB,UcFatB1,77368.0
C1-S32-B2.4-R3-delPtaelPoxB,UcFatB1,71803.0
C0-S9017-B2.4-R1,UcFatB1,0.0
C0-S9017-B2.4-R2,UcFatB1,0.0
C0-S9017-B2.4-R3,UcFatB1,0.0
C2-S1-B2.5-R1-IPTG0.5,UcFatB1,98099.0
C2-S1-B2.5-R2-IPTG0.5,UcFatB1,101637.0
C2-S1-B2.5-R3-IPTG0.5,UcFatB1,100199.0
C2-S1-B2.5-R1-IPTG1.0,UcFatB1,98669.0
C2-S1-B2.5-R2-IPTG1.0,UcFatB1,83206.0
C2-S1-B2.5-R3-IPTG1.0,UcFatB1,101191.0
C2-S2-B2.5-R1-IPTG0.5,UcFatB1,11995.0
C2-S2-B2.5-R2-IPTG0.5,UcFatB1,11225.0
C2-S2-B2.5-R3-IPTG0.5,UcFatB1,14056.0
C2-S2-B2.5-R1-IPTG1.0,UcFatB1,13776.0
C2-S2-B2.5-R2-IPTG1.0,UcFatB1,14494.0
C2-S2-B2.5-R3-IPTG1.0,UcFatB1,12438.0
C2-S3-B2.5-R1,UcFatB1,7492.0
C2-S3-B2.5-R2,UcFatB1,8059.0
C2-S3-B2.5-R3,UcFatB1,8965.0
C2-S3-B2.5-R1-IPTG0.5,UcFatB1,5744.0
C2-S3-B2.5-R2-IPTG0.5,UcFatB1,3855.0
C2-S3-B2.5-R3-IPTG0.5,UcFatB1,872.0
C2-S3-B2.5-R1-IPTG1.0,UcFatB1,469.0
C2-S3-B2.5-R2-IPTG1.0,UcFatB1,5676.0
C2-S3-B2.5-R3-IPTG1.0,UcFatB1,9722.0
C2-S4-B2.5-R1-IPTG0.5,UcFatB1,137348.0
C2-S4-B2.5-R2-IPTG0.5,UcFatB1,144136.0
C2-S4-B2.5-R3-IPTG0.5,UcFatB1,155000.0
C2-S4-B2.5-R1-IPTG1.0,UcFatB1,127702.0
C2-S4-B2.5-R2-IPTG1.0,UcFatB1,131222.0
C2-S4-B2.5-R3-IPTG1.0,UcFatB1,134397.0
C2-S7-B2.5-R1,UcFatB1,105572.0
C2-S7-B2.5-R2,UcFatB1,106636.0
C2-S7-B2.5-R3,UcFatB1,117044.0
C2-S9-B2.5-R1,UcFatB1,182190.0
C2-S9-B2.5-R2,UcFatB1,183177.0
C2-S9-B2.5-R3,UcFatB1,182669.0
C1-S11-B2.5-R1,UcFatB1,67305.0
C1-S11-B2.5-R2,UcFatB1,66426.0
C1-S11-B2.5-R3,UcFatB1,77725.0
C1-S11-B2.5-R1-IPTG0.5,UcFatB1,73874.0
C1-S11-B2.5-R2-IPTG0.5,UcFatB1,68796.0
C1-S11-B2.5-R3-IPTG0.5,UcFatB1,67059.0
C2-S18-B2.5-R1,UcFatB1,139074.0
C2-S18-B2.5-R2,UcFatB1,134005.0
C2-S18-B2.5-R3,UcFatB1,139871.0
C0-S9017-B2.5-R1,UcFatB1,401.0
C0-S9017-B2.5-R2,UcFatB1,0.0
C0-S9017-B2.5-R3,UcFatB1,1299.0
C1-S1-B1.1-R1,Acr1,0.0
C1-S1-B1.1-R2,Acr1,0.0
C1-S2-B1.1-R1,Acr1,396.0
C1-S2-B1.1-R2,Acr1,0.0
C1-S4-B1.1-R1,Acr1,0.0
C1-S4-B1.1-R2,Acr1,1352.0
C1-S8-B1.1-R1,Acr1,0.0
C1-S8-B1.1-R2,Acr1,0.0
C1-S9-B1.1-R1,Acr1,0.0
C1-S9-B1.1-R2,Acr1,0.0
C1-S11-B1.1-R1,Acr1,0.0
C1-S11-B1.1-R2,Acr1,0.0
C1-S12-B1.1-R1,Acr1,0.0
C1-S12-B1.1-R2,Acr1,0.0
C1-S15-B1.1-R1,Acr1,0.0
C1-S15-B1.1-R2,Acr1,0.0
C1-S16-B1.1-R1,Acr1,0.0
C1-S16-B1.1-R2,Acr1,0.0
C1-S22-B1.1-R1,Acr1,44506.0
C1-S22-B1.1-R2,Acr1,37032.0
C0-S9017-B1.1-R1,Acr1,0.0
C0-S9017-B1.1-R2,Acr1,0.0
C1-S11-B1.2-R1,Acr1,0.0
C1-S11-B1.2-R2,Acr1,0.0
C1-S11-B1.2-R3,Acr1,0.0
C1-S19-B1.2-R1,Acr1,1117.0
C1-S19-B1.2-R2,Acr1,1577.0
C1-S19-B1.2-R3,Acr1,0.0
C1-S25-B1.2-R1,Acr1,8806.0
C1-S25-B1.2-R2,Acr1,10664.0
C1-S25-B1.2-R3,Acr1,9914.0
C1-S26-B1.2-R1,Acr1,16566.0
C1-S26-B1.2-R2,Acr1,17555.0
C1-S26-B1.2-R3,Acr1,13988.0
C1-S27-B1.2-R1,Acr1,29147.0
C1-S27-B1.2-R2,Acr1,27812.0
C1-S27-B1.2-R3,Acr1,31060.0
C1-S28-B1.2-R1,Acr1,16367.0
C1-S28-B1.2-R2,Acr1,14153.0
C1-S28-B1.2-R3,Acr1,18380.0
C1-S29-B1.2-R1,Acr1,29795.0
C1-S29-B1.2-R2,Acr1,29473.0
C1-S29-B1.2-R3,Acr1,25177.0
C1-S30-B1.2-R1,Acr1,40708.0
C1-S30-B1.2-R2,Acr1,43504.0
C1-S30-B1.2-R3,Acr1,43431.0
C1-S31-B1.2-R1,Acr1,0.0
C1-S31-B1.2-R2,Acr1,0.0
C1-S31-B1.2-R3,Acr1,1200.0
C1-S32-B1.2-R1,Acr1,0.0
C1-S32-B1.2-R2,Acr1,542.0
C1-S32-B1.2-R3,Acr1,0.0
C1-S33-B1.2-R1,Acr1,656.0
C1-S33-B1.2-R2,Acr1,0.0
C1-S33-B1.2-R3,Acr1,656.0
C1-S34-B1.2-R1,Acr1,583.0
C1-S34-B1.2-R2,Acr1,0.0
C1-S34-B1.2-R3,Acr1,1434.0
C1-S35-B1.2-R1,Acr1,66959.0
C1-S35-B1.2-R2,Acr1,74997.0
C1-S35-B1.2-R3,Acr1,73712.0
C1-S36-B1.2-R1,Acr1,38176.0
C1-S36-B1.2-R2,Acr1,37862.0
C1-S36-B1.2-R3,Acr1,43433.0
C0-S9017-B1.2-R1,Acr1,0.0
C0-S9017-B1.2-R2,Acr1,0.0
C0-S9017-B1.2-R3,Acr1,0.0
C1-S1-B1.3-R1,Acr1,0.0
C1-S1-B1.3-R2,Acr1,579.0
C1-S1-B1.3-R3,Acr1,2727.0
C1-S2-B1.3-R1,Acr1,0.0
C1-S2-B1.3-R2,Acr1,0.0
C1-S2-B1.3-R3,Acr1,0.0
C1-S3-B1.3-R1,Acr1,0.0
C1-S3-B1.3-R2,Acr1,0.0
C1-S3-B1.3-R3,Acr1,242.0
C1-S5-B1.3-R1,Acr1,0.0
C1-S5-B1.3-R2,Acr1,0.0
C1-S5-B1.3-R3,Acr1,0.0
C1-S6-B1.3-R1,Acr1,588.0
C1-S6-B1.3-R2,Acr1,0.0
C1-S6-B1.3-R3,Acr1,881.0
C1-S7-B1.3-R1,Acr1,702.0
C1-S7-B1.3-R2,Acr1,0.0
C1-S7-B1.3-R3,Acr1,249.0
C1-S8-B1.3-R1,Acr1,0.0
C1-S8-B1.3-R2,Acr1,814.0
C1-S8-B1.3-R3,Acr1,0.0
C1-S10-B1.3-R1,Acr1,644.0
C1-S10-B1.3-R2,Acr1,610.0
C1-S10-B1.3-R3,Acr1,0.0
C1-S13-B1.3-R1,Acr1,0.0
C1-S13-B1.3-R2,Acr1,0.0
C1-S13-B1.3-R3,Acr1,0.0
C1-S16-B1.3-R1,Acr1,0.0
C1-S16-B1.3-R2,Acr1,452.0
C1-S16-B1.3-R3,Acr1,0.0
C1-S18-B1.3-R1,Acr1,0.0
C1-S18-B1.3-R2,Acr1,0.0
C1-S18-B1.3-R3,Acr1,0.0
C1-S21-B1.3-R1,Acr1,13405.0
C1-S21-B1.3-R2,Acr1,14472.0
C1-S21-B1.3-R3,Acr1,15854.0
C1-S23-B1.3-R1,Acr1,35029.0
C1-S23-B1.3-R2,Acr1,38909.0
C1-S23-B1.3-R3,Acr1,35462.0
C1-S24-B1.3-R1,Acr1,49490.0
C1-S24-B1.3-R2,Acr1,57310.0
C1-S24-B1.3-R3,Acr1,58137.0
C0-S9017-B1.3-R1,Acr1,0.0
C0-S9017-B1.3-R2,Acr1,0.0
C0-S9017-B1.3-R3,Acr1,0.0
C1-S11-B2.3-R1,Acr1,475.0
C1-S11-B2.3-R2,Acr1,538.0
C1-S11-B2.3-R3,Acr1,1831.0
C1-S32-B2.3-R1,Acr1,2473.0
C1-S32-B2.3-R2,Acr1,0.0
C1-S32-B2.3-R3,Acr1,0.0
C0-S9017-B2.3-R1,Acr1,1828.0
C0-S9017-B2.3-R2,Acr1,2583.0
C0-S9017-B2.3-R3,Acr1,1676.0
C2-S10-B2.3-R1,Acr1,1317.0
C2-S10-B2.3-R2,Acr1,2582.0
C2-S10-B2.3-R3,Acr1,1221.0
C2-S11-B2.3-R1,Acr1,1668.0
C2-S11-B2.3-R2,Acr1,1337.0
C2-S11-B2.3-R3,Acr1,1434.0
C2-S15-B2.3-R1,Acr1,803.0
C2-S15-B2.3-R2,Acr1,1960.0
C2-S15-B2.3-R3,Acr1,1080.0
C2-S16-B2.3-R1,Acr1,1914.0
C2-S16-B2.3-R2,Acr1,2825.0
C2-S16-B2.3-R3,Acr1,1386.0
C2-S17-B2.3-R1,Acr1,2766.0
C2-S17-B2.3-R2,Acr1,3252.0
C2-S17-B2.3-R3,Acr1,2473.0
C2-S19-B2.3-R1,Acr1,651.0
C2-S19-B2.3-R2,Acr1,2163.0
C2-S19-B2.3-R3,Acr1,0.0
C2-S20-B2.3-R1,Acr1,2060.0
C2-S20-B2.3-R2,Acr1,2144.0
C2-S20-B2.3-R3,Acr1,4529.0
C2-S21-B2.3-R1,Acr1,3673.0
C2-S21-B2.3-R2,Acr1,3520.0
C2-S21-B2.3-R3,Acr1,4597.0
C2-S22-B2.3-R1,Acr1,3377.0
C2-S22-B2.3-R2,Acr1,1605.0
C2-S22-B2.3-R3,Acr1,0.0
C2-S23-B2.3-R1,Acr1,1835.0
C2-S23-B2.3-R2,Acr1,3608.0
C2-S23-B2.3-R3,Acr1,2530.0
C2-S5-B2.3-R1,Acr1,0.0
C2-S5-B2.3-R2,Acr1,0.0
C2-S5-B2.3-R3,Acr1,2607.0
C2-S7-B2.3-R1,Acr1,873.0
C2-S7-B2.3-R2,Acr1,913.0
C2-S7-B2.3-R3,Acr1,0.0
C2-S8-B2.3-R1,Acr1,3173.0
C2-S8-B2.3-R2,Acr1,0.0
C2-S8-B2.3-R3,Acr1,4400.0
C2-S1-B2.4-R1,Acr1,0.0
C2-S1-B2.4-R2,Acr1,0.0
C2-S1-B2.4-R3,Acr1,0.0
C2-S2-B2.4-R1,Acr1,0.0
C2-S2-B2.4-R2,Acr1,887.0
C2-S2-B2.4-R3,Acr1,1135.0
C2-S4-B2.4-R1,Acr1,0.0
C2-S4-B2.4-R2,Acr1,2353.0
C2-S4-B2.4-R3,Acr1,0.0
C1-S11-B2.4-R1,Acr1,0.0
C1-S11-B2.4-R2,Acr1,0.0
C1-S11-B2.4-R3,Acr1,632.0
C2-S11-B2.4-R1,Acr1,1224.0
C2-S11-B2.4-R2,Acr1,0.0
C2-S11-B2.4-R3,Acr1,0.0
C2-S14-B2.4-R1,Acr1,0.0
C2-S14-B2.4-R2,Acr1,0.0
C2-S14-B2.4-R3,Acr1,0.0
C2-S24-B2.4-R1,Acr1,0.0
C2-S24-B2.4-R2,Acr1,795.0
C2-S24-B2.4-R3,Acr1,1574.0
C1-S32-B2.4-R1-delPoxB,Acr1,955.0
C1-S32-B2.4-R2-delPoxB,Acr1,0.0
C1-S32-B2.4-R3-delPoxB,Acr1,1891.0
C1-S32-B2.4-R1-delPta,Acr1,1510.0
C1-S32-B2.4-R2-delPta,Acr1,896.0
C1-S32-B2.4-R3-delPta,Acr1,1272.0
C1-S32-B2.4-R1-delPtaelPoxB,Acr1,0.0
C1-S32-B2.4-R2-delPtaelPoxB,Acr1,1981.0
C1-S32-B2.4-R3-delPtaelPoxB,Acr1,1326.0
C0-S9017-B2.4-R1,Acr1,0.0
C0-S9017-B2.4-R2,Acr1,2056.0
C0-S9017-B2.4-R3,Acr1,1973.0
C2-S1-B2.5-R1-IPTG0.5,Acr1,2281.0
C2-S1-B2.5-R2-IPTG0.5,Acr1,0.0
C2-S1-B2.5-R3-IPTG0.5,Acr1,0.0
C2-S1-B2.5-R1-IPTG1.0,Acr1,0.0
C2-S1-B2.5-R2-IPTG1.0,Acr1,0.0
C2-S1-B2.5-R3-IPTG1.0,Acr1,0.0
C2-S2-B2.5-R1-IPTG0.5,Acr1,0.0
C2-S2-B2.5-R2-IPTG0.5,Acr1,0.0
C2-S2-B2.5-R3-IPTG0.5,Acr1,0.0
C2-S2-B2.5-R1-IPTG1.0,Acr1,0.0
C2-S2-B2.5-R2-IPTG1.0,Acr1,377.0
C2-S2-B2.5-R3-IPTG1.0,Acr1,0.0
C2-S3-B2.5-R1,Acr1,0.0
C2-S3-B2.5-R2,Acr1,0.0
C2-S3-B2.5-R3,Acr1,0.0
C2-S3-B2.5-R1-IPTG0.5,Acr1,0.0
C2-S3-B2.5-R2-IPTG0.5,Acr1,0.0
C2-S3-B2.5-R3-IPTG0.5,Acr1,0.0
C2-S3-B2.5-R1-IPTG1.0,Acr1,0.0
C2-S3-B2.5-R2-IPTG1.0,Acr1,0.0
C2-S3-B2.5-R3-IPTG1.0,Acr1,0.0
C2-S4-B2.5-R1-IPTG0.5,Acr1,973.0
C2-S4-B2.5-R2-IPTG0.5,Acr1,0.0
C2-S4-B2.5-R3-IPTG0.5,Acr1,0.0
C2-S4-B2.5-R1-IPTG1.0,Acr1,2982.0
C2-S4-B2.5-R2-IPTG1.0,Acr1,366.0
C2-S4-B2.5-R3-IPTG1.0,Acr1,2269.0
C2-S7-B2.5-R1,Acr1,2162.0
C2-S7-B2.5-R2,Acr1,0.0
C2-S7-B2.5-R3,Acr1,0.0
C2-S9-B2.5-R1,Acr1,1646.0
C2-S9-B2.5-R2,Acr1,1038.0
C2-S9-B2.5-R3,Acr1,0.0
C1-S11-B2.5-R1,Acr1,1681.0
C1-S11-B2.5-R2,Acr1,1479.0
C1-S11-B2.5-R3,Acr1,1848.0
C1-S11-B2.5-R1-IPTG0.5,Acr1,1461.0
C1-S11-B2.5-R2-IPTG0.5,Acr1,1078.0
C1-S11-B2.5-R3-IPTG0.5,Acr1,0.0
C2-S18-B2.5-R1,Acr1,0.0
C2-S18-B2.5-R2,Acr1,1337.0
C2-S18-B2.5-R3,Acr1,0.0
C0-S9017-B2.5-R1,Acr1,2049.0
C0-S9017-B2.5-R2,Acr1,0.0
C0-S9017-B2.5-R3,Acr1,1514.0
C1-S1-B1.1-R1,Maqu_2220,1800.0
C1-S1-B1.1-R2,Maqu_2220,0.0
C1-S2-B1.1-R1,Maqu_2220,0.0
C1-S2-B1.1-R2,Maqu_2220,1744.0
C1-S4-B1.1-R1,Maqu_2220,1862.0
C1-S4-B1.1-R2,Maqu_2220,0.0
C1-S8-B1.1-R1,Maqu_2220,0.0
C1-S8-B1.1-R2,Maqu_2220,0.0
C1-S9-B1.1-R1,Maqu_2220,8828.0
C1-S9-B1.1-R2,Maqu_2220,0.0
C1-S11-B1.1-R1,Maqu_2220,0.0
C1-S11-B1.1-R2,Maqu_2220,0.0
C1-S12-B1.1-R1,Maqu_2220,352.0
C1-S12-B1.1-R2,Maqu_2220,0.0
C1-S15-B1.1-R1,Maqu_2220,8372.0
C1-S15-B1.1-R2,Maqu_2220,10438.0
C1-S16-B1.1-R1,Maqu_2220,21091.0
C1-S16-B1.1-R2,Maqu_2220,8954.0
C1-S22-B1.1-R1,Maqu_2220,2045.0
C1-S22-B1.1-R2,Maqu_2220,2344.0
C0-S9017-B1.1-R1,Maqu_2220,25770.0
C0-S9017-B1.1-R2,Maqu_2220,21323.0
C1-S11-B1.2-R1,Maqu_2220,1149.0
C1-S11-B1.2-R2,Maqu_2220,3377.0
C1-S11-B1.2-R3,Maqu_2220,0.0
C1-S19-B1.2-R1,Maqu_2220,192296.0
C1-S19-B1.2-R2,Maqu_2220,171189.0
C1-S19-B1.2-R3,Maqu_2220,151364.0
C1-S25-B1.2-R1,Maqu_2220,0.0
C1-S25-B1.2-R2,Maqu_2220,0.0
C1-S25-B1.2-R3,Maqu_2220,2224.0
C1-S26-B1.2-R1,Maqu_2220,9672.0
C1-S26-B1.2-R2,Maqu_2220,7043.0
C1-S26-B1.2-R3,Maqu_2220,0.0
C1-S27-B1.2-R1,Maqu_2220,7317.0
C1-S27-B1.2-R2,Maqu_2220,0.0
C1-S27-B1.2-R3,Maqu_2220,804.0
C1-S28-B1.2-R1,Maqu_2220,3320.0
C1-S28-B1.2-R2,Maqu_2220,0.0
C1-S28-B1.2-R3,Maqu_2220,3074.0
