Line Name,Protein Name,Total Area
C1-S29-B1.2-R1,Maqu_2220,833.0
C1-S29-B1.2-R2,Maqu_2220,5716.0
C1-S29-B1.2-R3,Maqu_2220,812.0
C1-S30-B1.2-R1,Maqu_2220,0.0
C1-S30-B1.2-R2,Maqu_2220,2877.0
C1-S30-B1.2-R3,Maqu_2220,7486.0
C1-S31-B1.2-R1,Maqu_2220,2850.0
C1-S31-B1.2-R2,Maqu_2220,3875.0
C1-S31-B1.2-R3,Maqu_2220,1455.0
C1-S32-B1.2-R1,Maqu_2220,353284.0
C1-S32-B1.2-R2,Maqu_2220,353541.0
C1-S32-B1.2-R3,Maqu_2220,369664.0
C1-S33-B1.2-R1,Maqu_2220,255153.0
C1-S33-B1.2-R2,Maqu_2220,239988.0
C1-S33-B1.2-R3,Maqu_2220,241808.0
C1-S34-B1.2-R1,Maqu_2220,23320.0
C1-S34-B1.2-R2,Maqu_2220,24299.0
C1-S34-B1.2-R3,Maqu_2220,26490.0
C1-S35-B1.2-R1,Maqu_2220,3086.0
C1-S35-B1.2-R2,Maqu_2220,2882.0
C1-S35-B1.2-R3,Maqu_2220,3102.0
C1-S36-B1.2-R1,Maqu_2220,0.0
C1-S36-B1.2-R2,Maqu_2220,0.0
C1-S36-B1.2-R3,Maqu_2220,0.0
C0-S9017-B1.2-R1,Maqu_2220,1070799.0
C0-S9017-B1.2-R2,Maqu_2220,1178613.0
C0-S9017-B1.2-R3,Maqu_2220,1123316.0
C1-S1-B1.3-R1,Maqu_2220,1099.0
C1-S1-B1.3-R2,Maqu_2220,1965.0
C1-S1-B1.3-R3,Maqu_2220,2138.0
C1-S2-B1.3-R1,Maqu_2220,0.0
C1-S2-B1.3-R2,Maqu_2220,0.0
C1-S2-B1.3-R3,Maqu_2220,588.0
C1-S3-B1.3-R1,Maqu_2220,2892.0
C1-S3-B1.3-R2,Maqu_2220,0.0
C1-S3-B1.3-R3,Maqu_2220,0.0
C1-S5-B1.3-R1,Maqu_2220,0.0
C1-S5-B1.3-R2,Maqu_2220,0.0
C1-S5-B1.3-R3,Maqu_2220,0.0
C1-S6-B1.3-R1,Maqu_2220,0.0
C1-S6-B1.3-R2,Maqu_2220,424.0
C1-S6-B1.3-R3,Maqu_2220,0.0
C1-S7-B1.3-R1,Maqu_2220,3274.0
C1-S7-B1.3-R2,Maqu_2220,923.0
C1-S7-B1.3-R3,Maqu_2220,0.0
C1-S8-B1.3-R1,Maqu_2220,0.0
C1-S8-B1.3-R2,Maqu_2220,512.0
C1-S8-B1.3-R3,Maqu_2220,0.0
C1-S10-B1.3-R1,Maqu_2220,736.0
C1-S10-B1.3-R2,Maqu_2220,376.0
C1-S10-B1.3-R3,Maqu_2220,0.0
C1-S13-B1.3-R1,Maqu_2220,12448.0
C1-S13-B1.3-R2,Maqu_2220,12835.0
C1-S13-B1.3-R3,Maqu_2220,10366.0
C1-S16-B1.3-R1,Maqu_2220,4053.0
C1-S16-B1.3-R2,Maqu_2220,3475.0
C1-S16-B1.3-R3,Maqu_2220,9574.0
C1-S18-B1.3-R1,Maqu_2220,215377.0
C1-S18-B1.3-R2,Maqu_2220,203658.0
C1-S18-B1.3-R3,Maqu_2220,172397.0
C1-S21-B1.3-R1,Maqu_2220,1655.0
C1-S21-B1.3-R2,Maqu_2220,0.0
C1-S21-B1.3-R3,Maqu_2220,942.0
C1-S23-B1.3-R1,Maqu_2220,0.0
C1-S23-B1.3-R2,Maqu_2220,1876.0
C1-S23-B1.3-R3,Maqu_2220,1938.0
C1-S24-B1.3-R1,Maqu_2220,0.0
C1-S24-B1.3-R2,Maqu_2220,617.0
C1-S24-B1.3-R3,Maqu_2220,3946.0
C0-S9017-B1.3-R1,Maqu_2220,867923.0
C0-S9017-B1.3-R2,Maqu_2220,849827.0
C0-S9017-B1.3-R3,Maqu_2220,826175.0
C1-S11-B2.3-R1,Maqu_2220,6237.0
C1-S11-B2.3-R2,Maqu_2220,0.0
C1-S11-B2.3-R3,Maqu_2220,6175.0
C1-S32-B2.3-R1,Maqu_2220,411909.0
C1-S32-B2.3-R2,Maqu_2220,417881.0
C1-S32-B2.3-R3,Maqu_2220,417006.0
C0-S9017-B2.3-R1,Maqu_2220,1264025.0
C0-S9017-B2.3-R2,Maqu_2220,1151913.0
C0-S9017-B2.3-R3,Maqu_2220,1370618.0
C2-S10-B2.3-R1,Maqu_2220,1789.0
C2-S10-B2.3-R2,Maqu_2220,936.0
C2-S10-B2.3-R3,Maqu_2220,655.0
C2-S11-B2.3-R1,Maqu_2220,0.0
C2-S11-B2.3-R2,Maqu_2220,0.0
C2-S11-B2.3-R3,Maqu_2220,894.0
C2-S15-B2.3-R1,Maqu_2220,143854.0
C2-S15-B2.3-R2,Maqu_2220,140824.0
C2-S15-B2.3-R3,Maqu_2220,146146.0
C2-S16-B2.3-R1,Maqu_2220,145263.0
C2-S16-B2.3-R2,Maqu_2220,135221.0
C2-S16-B2.3-R3,Maqu_2220,132103.0
C2-S17-B2.3-R1,Maqu_2220,160903.0
C2-S17-B2.3-R2,Maqu_2220,186287.0
C2-S17-B2.3-R3,Maqu_2220,163056.0
C2-S19-B2.3-R1,Maqu_2220,140726.0
C2-S19-B2.3-R2,Maqu_2220,131983.0
C2-S19-B2.3-R3,Maqu_2220,126356.0
C2-S20-B2.3-R1,Maqu_2220,389797.0
C2-S20-B2.3-R2,Maqu_2220,371748.0
C2-S20-B2.3-R3,Maqu_2220,371240.0
C2-S21-B2.3-R1,Maqu_2220,28448.0
C2-S21-B2.3-R2,Maqu_2220,24336.0
C2-S21-B2.3-R3,Maqu_2220,28093.0
C2-S22-B2.3-R1,Maqu_2220,48094.0
C2-S22-B2.3-R2,Maqu_2220,50924.0
C2-S22-B2.3-R3,Maqu_2220,36895.0
C2-S23-B2.3-R1,Maqu_2220,34034.0
C2-S23-B2.3-R2,Maqu_2220,32743.0
C2-S23-B2.3-R3,Maqu_2220,34253.0
C2-S5-B2.3-R1,Maqu_2220,1052.0
C2-S5-B2.3-R2,Maqu_2220,3470.0
C2-S5-B2.3-R3,Maqu_2220,3313.0
C2-S7-B2.3-R1,Maqu_2220,4193.0
C2-S7-B2.3-R2,Maqu_2220,3757.0
C2-S7-B2.3-R3,Maqu_2220,0.0
C2-S8-B2.3-R1,Maqu_2220,3755.0
C2-S8-B2.3-R2,Maqu_2220,537.0
C2-S8-B2.3-R3,Maqu_2220,598.0
C2-S1-B2.4-R1,Maqu_2220,10196.0
C2-S1-B2.4-R2,Maqu_2220,1896.0
C2-S1-B2.4-R3,Maqu_2220,528.0
C2-S2-B2.4-R1,Maqu_2220,5618.0
C2-S2-B2.4-R2,Maqu_2220,18468.0
C2-S2-B2.4-R3,Maqu_2220,5642.0
C2-S4-B2.4-R1,Maqu_2220,15026.0
C2-S4-B2.4-R2,Maqu_2220,10681.0
C2-S4-B2.4-R3,Maqu_2220,0.0
C1-S11-B2.4-R1,Maqu_2220,6728.0
C1-S11-B2.4-R2,Maqu_2220,27669.0
C1-S11-B2.4-R3,Maqu_2220,26890.0
C2-S11-B2.4-R1,Maqu_2220,47683.0
C2-S11-B2.4-R2,Maqu_2220,626.0
C2-S11-B2.4-R3,Maqu_2220,1403.0
C2-S14-B2.4-R1,Maqu_2220,0.0
C2-S14-B2.4-R2,Maqu_2220,38410.0
C2-S14-B2.4-R3,Maqu_2220,30344.0
C2-S24-B2.4-R1,Maqu_2220,51402.0
C2-S24-B2.4-R2,Maqu_2220,52750.0
C2-S24-B2.4-R3,Maqu_2220,50792.0
C1-S32-B2.4-R1-delPoxB,Maqu_2220,268295.0
C1-S32-B2.4-R2-delPoxB,Maqu_2220,331456.0
C1-S32-B2.4-R3-delPoxB,Maqu_2220,256110.0
C1-S32-B2.4-R1-delPta,Maqu_2220,237227.0
C1-S32-B2.4-R2-delPta,Maqu_2220,268108.0
C1-S32-B2.4-R3-delPta,Maqu_2220,252367.0
C1-S32-B2.4-R1-delPtaelPoxB,Maqu_2220,122034.0
C1-S32-B2.4-R2-delPtaelPoxB,Maqu_2220,140031.0
C1-S32-B2.4-R3-delPtaelPoxB,Maqu_2220,122361.0
C0-S9017-B2.4-R1,Maqu_2220,2230581.0
C0-S9017-B2.4-R2,Maqu_2220,2323200.0
C0-S9017-B2.4-R3,Maqu_2220,1964492.0
C2-S1-B2.5-R1-IPTG0.5,Maqu_2220,3546.0
C2-S1-B2.5-R2-IPTG0.5,Maqu_2220,0.0
C2-S1-B2.5-R3-IPTG0.5,Maqu_2220,3168.0
C2-S1-B2.5-R1-IPTG1.0,Maqu_2220,2857.0
C2-S1-B2.5-R2-IPTG1.0,Maqu_2220,0.0
C2-S1-B2.5-R3-IPTG1.0,Maqu_2220,0.0
C2-S2-B2.5-R1-IPTG0.5,Maqu_2220,3359.0
C2-S2-B2.5-R2-IPTG0.5,Maqu_2220,3454.0
C2-S2-B2.5-R3-IPTG0.5,Maqu_2220,2428.0
C2-S2-B2.5-R1-IPTG1.0,Maqu_2220,3292.0
C2-S2-B2.5-R2-IPTG1.0,Maqu_2220,5970.0
C2-S2-B2.5-R3-IPTG1.0,Maqu_2220,2057.0
C2-S3-B2.5-R1,Maqu_2220,0.0
C2-S3-B2.5-R2,Maqu_2220,0.0
C2-S3-B2.5-R3,Maqu_2220,7886.0
C2-S3-B2.5-R1-IPTG0.5,Maqu_2220,4183.0
C2-S3-B2.5-R2-IPTG0.5,Maqu_2220,2152.0
C2-S3-B2.5-R3-IPTG0.5,Maqu_2220,1204.0
C2-S3-B2.5-R1-IPTG1.0,Maqu_2220,8383.0
C2-S3-B2.5-R2-IPTG1.0,Maqu_2220,6994.0
C2-S3-B2.5-R3-IPTG1.0,Maqu_2220,399.0
C2-S4-B2.5-R1-IPTG0.5,Maqu_2220,3910.0
C2-S4-B2.5-R2-IPTG0.5,Maqu_2220,0.0
C2-S4-B2.5-R3-IPTG0.5,Maqu_2220,3060.0
C2-S4-B2.5-R1-IPTG1.0,Maqu_2220,490.0
C2-S4-B2.5-R2-IPTG1.0,Maqu_2220,1606.0
C2-S4-B2.5-R3-IPTG1.0,Maqu_2220,3645.0
C2-S7-B2.5-R1,Maqu_2220,2479.0
C2-S7-B2.5-R2,Maqu_2220,3274.0
C2-S7-B2.5-R3,Maqu_2220,2694.0
C2-S9-B2.5-R1,Maqu_2220,0.0
C2-S9-B2.5-R2,Maqu_2220,724.0
C2-S9-B2.5-R3,Maqu_2220,0.0
C1-S11-B2.5-R1,Maqu_2220,0.0
C1-S11-B2.5-R2,Maqu_2220,1543.0
C1-S11-B2.5-R3,Maqu_2220,2686.0
C1-S11-B2.5-R1-IPTG0.5,Maqu_2220,0.0
C1-S11-B2.5-R2-IPTG0.5,Maqu_2220,2973.0
C1-S11-B2.5-R3-IPTG0.5,Maqu_2220,0.0
C2-S18-B2.5-R1,Maqu_2220,43849.0
C2-S18-B2.5-R2,Maqu_2220,39926.0
C2-S18-B2.5-R3,Maqu_2220,38340.0
C0-S9017-B2.5-R1,Maqu_2220,746842.0
C0-S9017-B2.5-R2,Maqu_2220,820841.0
C0-S9017-B2.5-R3,Maqu_2220,1035294.0
C1-S1-B1.1-R1,Maqu_2507,159144.0
C1-S1-B1.1-R2,Maqu_2507,173165.0
C1-S2-B1.1-R1,Maqu_2507,158408.0
C1-S2-B1.1-R2,Maqu_2507,155221.0
C1-S4-B1.1-R1,Maqu_2507,565758.0
C1-S4-B1.1-R2,Maqu_2507,579082.0
C1-S8-B1.1-R1,Maqu_2507,202718.0
C1-S8-B1.1-R2,Maqu_2507,204510.0
C1-S9-B1.1-R1,Maqu_2507,207289.0
C1-S9-B1.1-R2,Maqu_2507,232565.0
C1-S11-B1.1-R1,Maqu_2507,686451.0
C1-S11-B1.1-R2,Maqu_2507,736006.0
C1-S12-B1.1-R1,Maqu_2507,740579.0
C1-S12-B1.1-R2,Maqu_2507,762921.0
C1-S15-B1.1-R1,Maqu_2507,8555.0
C1-S15-B1.1-R2,Maqu_2507,3483.0
C1-S16-B1.1-R1,Maqu_2507,2518.0
C1-S16-B1.1-R2,Maqu_2507,0.0
C1-S22-B1.1-R1,Maqu_2507,0.0
C1-S22-B1.1-R2,Maqu_2507,0.0
C0-S9017-B1.1-R1,Maqu_2507,0.0
C0-S9017-B1.1-R2,Maqu_2507,0.0
C1-S11-B1.2-R1,Maqu_2507,360114.0
C1-S11-B1.2-R2,Maqu_2507,405148.0
C1-S11-B1.2-R3,Maqu_2507,400045.0
C1-S19-B1.2-R1,Maqu_2507,10156.0
C1-S19-B1.2-R2,Maqu_2507,3105.0
C1-S19-B1.2-R3,Maqu_2507,0.0
C1-S25-B1.2-R1,Maqu_2507,0.0
C1-S25-B1.2-R2,Maqu_2507,0.0
C1-S25-B1.2-R3,Maqu_2507,0.0
C1-S26-B1.2-R1,Maqu_2507,0.0
C1-S26-B1.2-R2,Maqu_2507,0.0
C1-S26-B1.2-R3,Maqu_2507,0.0
C1-S27-B1.2-R1,Maqu_2507,0.0
C1-S27-B1.2-R2,Maqu_2507,805.0
C1-S27-B1.2-R3,Maqu_2507,0.0
C1-S28-B1.2-R1,Maqu_2507,0.0
C1-S28-B1.2-R2,Maqu_2507,0.0
C1-S28-B1.2-R3,Maqu_2507,0.0
C1-S29-B1.2-R1,Maqu_2507,0.0
C1-S29-B1.2-R2,Maqu_2507,0.0
C1-S29-B1.2-R3,Maqu_2507,0.0
C1-S30-B1.2-R1,Maqu_2507,0.0
C1-S30-B1.2-R2,Maqu_2507,0.0
C1-S30-B1.2-R3,Maqu_2507,0.0
C1-S31-B1.2-R1,Maqu_2507,0.0
C1-S31-B1.2-R2,Maqu_2507,0.0
C1-S31-B1.2-R3,Maqu_2507,0.0
C1-S32-B1.2-R1,Maqu_2507,0.0
C1-S32-B1.2-R2,Maqu_2507,0.0
C1-S32-B1.2-R3,Maqu_2507,0.0
C1-S33-B1.2-R1,Maqu_2507,0.0
C1-S33-B1.2-R2,Maqu_2507,2399.0
C1-S33-B1.2-R3,Maqu_2507,0.0
C1-S34-B1.2-R1,Maqu_2507,0.0
C1-S34-B1.2-R2,Maqu_2507,0.0
C1-S34-B1.2-R3,Maqu_2507,0.0
C1-S35-B1.2-R1,Maqu_2507,0.0
C1-S35-B1.2-R2,Maqu_2507,162.0
C1-S35-B1.2-R3,Maqu_2507,0.0
C1-S36-B1.2-R1,Maqu_2507,0.0
C1-S36-B1.2-R2,Maqu_2507,0.0
C1-S36-B1.2-R3,Maqu_2507,0.0
C0-S9017-B1.2-R1,Maqu_2507,0.0
C0-S9017-B1.2-R2,Maqu_2507,2575.0
C0-S9017-B1.2-R3,Maqu_2507,0.0
C1-S1-B1.3-R1,Maqu_2507,121953.0
C1-S1-B1.3-R2,Maqu_2507,110232.0
C1-S1-B1.3-R3,Maqu_2507,116728.0
C1-S2-B1.3-R1,Maqu_2507,119671.0
C1-S2-B1.3-R2,Maqu_2507,135795.0
C1-S2-B1.3-R3,Maqu_2507,188926.0
C1-S3-B1.3-R1,Maqu_2507,138378.0
C1-S3-B1.3-R2,Maqu_2507,135131.0
C1-S3-B1.3-R3,Maqu_2507,120677.0
C1-S5-B1.3-R1,Maqu_2507,432873.0
C1-S5-B1.3-R2,Maqu_2507,439249.0
C1-S5-B1.3-R3,Maqu_2507,471032.0
C1-S6-B1.3-R1,Maqu_2507,215241.0
C1-S6-B1.3-R2,Maqu_2507,217714.0
C1-S6-B1.3-R3,Maqu_2507,247382.0
C1-S7-B1.3-R1,Maqu_2507,99544.0
C1-S7-B1.3-R2,Maqu_2507,96436.0
C1-S7-B1.3-R3,Maqu_2507,105513.0
C1-S8-B1.3-R1,Maqu_2507,87508.0
C1-S8-B1.3-R2,Maqu_2507,87744.0
C1-S8-B1.3-R3,Maqu_2507,82715.0
C1-S10-B1.3-R1,Maqu_2507,499232.0
C1-S10-B1.3-R2,Maqu_2507,532764.0
C1-S10-B1.3-R3,Maqu_2507,503145.0
C1-S13-B1.3-R1,Maqu_2507,8602.0
C1-S13-B1.3-R2,Maqu_2507,0.0
C1-S13-B1.3-R3,Maqu_2507,0.0
C1-S16-B1.3-R1,Maqu_2507,0.0
C1-S16-B1.3-R2,Maqu_2507,0.0
C1-S16-B1.3-R3,Maqu_2507,0.0
C1-S18-B1.3-R1,Maqu_2507,400.0
C1-S18-B1.3-R2,Maqu_2507,1671.0
C1-S18-B1.3-R3,Maqu_2507,0.0
C1-S21-B1.3-R1,Maqu_2507,0.0
C1-S21-B1.3-R2,Maqu_2507,0.0
C1-S21-B1.3-R3,Maqu_2507,2348.0
C1-S23-B1.3-R1,Maqu_2507,0.0
C1-S23-B1.3-R2,Maqu_2507,0.0
C1-S23-B1.3-R3,Maqu_2507,0.0
C1-S24-B1.3-R1,Maqu_2507,0.0
C1-S24-B1.3-R2,Maqu_2507,2745.0
C1-S24-B1.3-R3,Maqu_2507,3365.0
C0-S9017-B1.3-R1,Maqu_2507,0.0
C0-S9017-B1.3-R2,Maqu_2507,0.0
C0-S9017-B1.3-R3,Maqu_2507,0.0
C1-S11-B2.3-R1,Maqu_2507,543544.0
C1-S11-B2.3-R2,Maqu_2507,516922.0
C1-S11-B2.3-R3,Maqu_2507,530792.0
C1-S32-B2.3-R1,Maqu_2507,5047.0
C1-S32-B2.3-R2,Maqu_2507,2030.0
C1-S32-B2.3-R3,Maqu_2507,468.0
C0-S9017-B2.3-R1,Maqu_2507,1056.0
C0-S9017-B2.3-R2,Maqu_2507,1260.0
C0-S9017-B2.3-R3,Maqu_2507,0.0
C2-S10-B2.3-R1,Maqu_2507,451135.0
C2-S10-B2.3-R2,Maqu_2507,444221.0
C2-S10-B2.3-R3,Maqu_2507,448846.0
C2-S11-B2.3-R1,Maqu_2507,123592.0
C2-S11-B2.3-R2,Maqu_2507,116441.0
C2-S11-B2.3-R3,Maqu_2507,108800.0
C2-S15-B2.3-R1,Maqu_2507,4666.0
C2-S15-B2.3-R2,Maqu_2507,3598.0
C2-S15-B2.3-R3,Maqu_2507,2006.0
C2-S16-B2.3-R1,Maqu_2507,972.0
C2-S16-B2.3-R2,Maqu_2507,2806.0
C2-S16-B2.3-R3,Maqu_2507,1219.0
C2-S17-B2.3-R1,Maqu_2507,2752.0
C2-S17-B2.3-R2,Maqu_2507,315.0
C2-S17-B2.3-R3,Maqu_2507,446.0
C2-S19-B2.3-R1,Maqu_2507,1209.0
C2-S19-B2.3-R2,Maqu_2507,0.0
C2-S19-B2.3-R3,Maqu_2507,1872.0
C2-S20-B2.3-R1,Maqu_2507,3005.0
C2-S20-B2.3-R2,Maqu_2507,2230.0
C2-S20-B2.3-R3,Maqu_2507,312.0
C2-S21-B2.3-R1,Maqu_2507,435.0
C2-S21-B2.3-R2,Maqu_2507,657.0
C2-S21-B2.3-R3,Maqu_2507,828.0
C2-S22-B2.3-R1,Maqu_2507,408.0
C2-S22-B2.3-R2,Maqu_2507,0.0
C2-S22-B2.3-R3,Maqu_2507,1378.0
C2-S23-B2.3-R1,Maqu_2507,435.0
C2-S23-B2.3-R2,Maqu_2507,0.0
C2-S23-B2.3-R3,Maqu_2507,1682.0
C2-S5-B2.3-R1,Maqu_2507,463422.0
C2-S5-B2.3-R2,Maqu_2507,498307.0
C2-S5-B2.3-R3,Maqu_2507,525089.0
C2-S7-B2.3-R1,Maqu_2507,680036.0
C2-S7-B2.3-R2,Maqu_2507,762785.0
C2-S7-B2.3-R3,Maqu_2507,748479.0
C2-S8-B2.3-R1,Maqu_2507,374118.0
C2-S8-B2.3-R2,Maqu_2507,354072.0
C2-S8-B2.3-R3,Maqu_2507,326229.0
C2-S1-B2.4-R1,Maqu_2507,1518587.0
C2-S1-B2.4-R2,Maqu_2507,1546227.0
C2-S1-B2.4-R3,Maqu_2507,1528867.0
C2-S2-B2.4-R1,Maqu_2507,1629038.0
C2-S2-B2.4-R2,Maqu_2507,1690829.0
C2-S2-B2.4-R3,Maqu_2507,1809021.0
C2-S4-B2.4-R1,Maqu_2507,1545610.0
C2-S4-B2.4-R2,Maqu_2507,1552524.0
C2-S4-B2.4-R3,Maqu_2507,1597909.0
C1-S11-B2.4-R1,Maqu_2507,937286.0
C1-S11-B2.4-R2,Maqu_2507,944820.0
C1-S11-B2.4-R3,Maqu_2507,878773.0
C2-S11-B2.4-R1,Maqu_2507,1489403.0
C2-S11-B2.4-R2,Maqu_2507,1395259.0
C2-S11-B2.4-R3,Maqu_2507,1268031.0
C2-S14-B2.4-R1,Maqu_2507,199425.0
C2-S14-B2.4-R2,Maqu_2507,207290.0
C2-S14-B2.4-R3,Maqu_2507,189071.0
C2-S24-B2.4-R1,Maqu_2507,9208.0
C2-S24-B2.4-R2,Maqu_2507,4972.0
C2-S24-B2.4-R3,Maqu_2507,4815.0
C1-S32-B2.4-R1-delPoxB,Maqu_2507,0.0
C1-S32-B2.4-R2-delPoxB,Maqu_2507,2151.0
C1-S32-B2.4-R3-delPoxB,Maqu_2507,3353.0
C1-S32-B2.4-R1-delPta,Maqu_2507,0.0
C1-S32-B2.4-R2-delPta,Maqu_2507,2566.0
C1-S32-B2.4-R3-delPta,Maqu_2507,0.0
C1-S32-B2.4-R1-delPtaelPoxB,Maqu_2507,0.0
C1-S32-B2.4-R2-delPtaelPoxB,Maqu_2507,3813.0
C1-S32-B2.4-R3-delPtaelPoxB,Maqu_2507,3271.0
C0-S9017-B2.4-R1,Maqu_2507,583.0
C0-S9017-B2.4-R2,Maqu_2507,0.0
C0-S9017-B2.4-R3,Maqu_2507,0.0
C2-S1-B2.5-R1-IPTG0.5,Maqu_2507,654325.0
C2-S1-B2.5-R2-IPTG0.5,Maqu_2507,617761.0
C2-S1-B2.5-R3-IPTG0.5,Maqu_2507,664445.0
C2-S1-B2.5-R1-IPTG1.0,Maqu_2507,657821.0
C2-S1-B2.5-R2-IPTG1.0,Maqu_2507,582479.0
C2-S1-B2.5-R3-IPTG1.0,Maqu_2507,696201.0
C2-S2-B2.5-R1-IPTG0.5,Maqu_2507,833818.0
C2-S2-B2.5-R2-IPTG0.5,Maqu_2507,754733.0
C2-S2-B2.5-R3-IPTG0.5,Maqu_2507,818273.0
C2-S2-B2.5-R1-IPTG1.0,Maqu_2507,853364.0
C2-S2-B2.5-R2-IPTG1.0,Maqu_2507,858283.0
C2-S2-B2.5-R3-IPTG1.0,Maqu_2507,876645.0
C2-S3-B2.5-R1,Maqu_2507,761837.0
C2-S3-B2.5-R2,Maqu_2507,877957.0
C2-S3-B2.5-R3,Maqu_2507,785031.0
C2-S3-B2.5-R1-IPTG0.5,Maqu_2507,910480.0
C2-S3-B2.5-R2-IPTG0.5,Maqu_2507,894938.0
C2-S3-B2.5-R3-IPTG0.5,Maqu_2507,942854.0
C2-S3-B2.5-R1-IPTG1.0,Maqu_2507,963304.0
C2-S3-B2.5-R2-IPTG1.0,Maqu_2507,934239.0
C2-S3-B2.5-R3-IPTG1.0,Maqu_2507,967566.0
C2-S4-B2.5-R1-IPTG0.5,Maqu_2507,626564.0
C2-S4-B2.5-R2-IPTG0.5,Maqu_2507,700880.0
C2-S4-B2.5-R3-IPTG0.5,Maqu_2507,693783.0
C2-S4-B2.5-R1-IPTG1.0,Maqu_2507,665922.0
C2-S4-B2.5-R2-IPTG1.0,Maqu_2507,685947.0
C2-S4-B2.5-R3-IPTG1.0,Maqu_2507,628157.0
C2-S7-B2.5-R1,Maqu_2507,539673.0
C2-S7-B2.5-R2,Maqu_2507,512817.0
C2-S7-B2.5-R3,Maqu_2507,580171.0
C2-S9-B2.5-R1,Maqu_2507,221240.0
C2-S9-B2.5-R2,Maqu_2507,252437.0
C2-S9-B2.5-R3,Maqu_2507,226973.0
C1-S11-B2.5-R1,Maqu_2507,454633.0
C1-S11-B2.5-R2,Maqu_2507,480334.0
C1-S11-B2.5-R3,Maqu_2507,476210.0
C1-S11-B2.5-R1-IPTG0.5,Maqu_2507,442981.0
C1-S11-B2.5-R2-IPTG0.5,Maqu_2507,400409.0
C1-S11-B2.5-R3-IPTG0.5,Maqu_2507,395214.0
C2-S18-B2.5-R1,Maqu_2507,6559.0
C2-S18-B2.5-R2,Maqu_2507,10925.0
C2-S18-B2.5-R3,Maqu_2507,12384.0
C0-S9017-B2.5-R1,Maqu_2507,0.0
C0-S9017-B2.5-R2,Maqu_2507,6099.0
C0-S9017-B2.5-R3,Maqu_2507,16169.0
